JACK BROWN CLNRS #11,0
B AND B BODY AND FRAME,0
TYCO PRINTED CIRCUIT GROUP AUSTIN DIV,0
TARGET STORE T1542,0
EXXON MOBIL CORPORATION,0
TRAMMELL CROW,0
EXXON MOBIL CORPORATION,0
CITY OF AUSTIN,0
VILLAGES OF BELLA VISTA W W BRODIE MULTI FAMILY DEVELOPMENT,0
CHAMPION TOYOTA,0
CON-WAY FREIGHT INC - LTX,0
LABORATORY CORPORATION OF AMERICA,0
BROTHERS II CLEANERS,0
SUNBECK AUTOMOTIVE,0
MAGNUM CUSTOM TRAILER,0
KO MACHINE,0
CHAMPION CHEVROLET,0
MERCEDES BENZ OF AUSTIN,0
SEPHORA USA STORE 72 ARBORETUM MARKET,0
LOWER COLORADO RIVER AUTHORITY,0
THE CLEANING SOLUTION,0
CITY OF AUSTIN,0
TARGET STORE T2409,0
FAMILY DOLLAR #6846,0
JERRY DIXONS AUTOMOTIVE,0
BROTHERS II CLEANERS,0
XETEL CORP.,0
JACK BROWN CLEANERS NO 8,0
TIFUNS CO THE,0
CAPITAL RENTALS INC,0
SPECIAL TEE GRAPHICS INC,0
JACK BROWN CLEANERS INC,0
"ROUND2, INC.",0
THE DOMAIN,0
TROJAN TRANSPORT INC,0
FREESCALE SEMICONDUCTOR OAK HILL FACILITY,0
MULTEK-AUSTIN,0
CVS PHARMACY 8387,0
WALNUT CREEK WASTE WATER TREATMENT PLANT,0
WILSHIRE HOMES,0
AUSTIN ISD,0
GENERAL SERVICES COMMISSION,0
TOP HAT CLEANERS,0
AUSTIN ISD,0
KHANS EXXON 2,0
FEDERAL EXPRESS CORPORATION,0
MINCO TECHNOLOGY LABS,0
GUTHRIE CLEANERS,0
IT CORPORATION,0
DISCOVERY ENVIRONMENTAL RESOURCES LTD,0
PENSKE TRUCK LEASING CO LP,0
JIM PEARSON AUTOMOTIVE SERVICE,0
TEXAS SCHOOL FOR THE DEAF,0
HART GRAPHICS,0
BOERS GERMAN MOTORWORKS,0
EXXON RAS NO 60117,0
FLASHCARDS,0
IMAGE MICROSYSTEMS INC,0
CVS PHARMACY 0526,0
KIDDIE KANDIDS,0
JACK BROWN CLEANERS NO 42,0
CHEVRON USA INC,0
TOKYO ELECTRON TEXAS,0
HOME STEAM LAUNDRY,0
THE GOODYEAR TIRE & RUBBER COMPANY,0
FAMILY DOLLAR #5520,0
AUSTIN ISD,0
LINCOLN PROPERTY COMPANY,0
LAMAR BODY SHOP INC,0
FLINT HILLS RESOURCES AUSTIN TERMINAL,0
AUSTIN DRIVE TRAIN INC,0
CAPITOL AGGREGATES INCORPORATED,0
WILD HORSE RANCH WWTP,0
CVS PHARMACY #6863,0
AUSTIN AIR AND HYD,0
MAXWELL FORD,0
TN TECHNOLOGIES FORMER BAKER HUGHES,0
CHRISTIAN MFG,0
GATE MOLD INC,0
CVS PHARMACY 0357,0
SELCO INC.,0
AUSTIN ISD,0
DAWN MCDAVID ACURA,0
WALGREEN CO,0
FRIENDLY OLDSMOBILE MAZDA,0
STAR ENTERPRISES INC,0
"BUDDY DRYDEN BUILDER, INC.",0
FAMILY DOLLAR #3834,0
JACK BROWN CLEANERS NO 24,0
TURNER CREST VILLAGE WWTP,0
ELECTRO MECHANICS CO,0
"RAINBOW MATERIALS, INC.",0
ALBERT R. DAVIS WATER TREATMENT PLANT,0
THE SHERWIN-WILLIAMS COMPANY,0
COMET ONE-HOUR CLEANERS,0
JACK BROWN CLEANERS 50,0
FAMILY DOLLAR #6170,0
TEXAS DEPARTMENT OF TRANSPORTATION DISTRICT 14,0
CITY OF AUSTIN,0
TOWN NORTH NISSAN INC,0
AUSTIN COMMUNITY COLLEGE - NORTHRIDGE CAMPUS,0
LEGEND OAKS OFFICE COMPLEX  (TXR15W799),0
COURTESY SHELL 5,0
TIP TOP CLEANERS LAUNDERERS INC,0
AMERICAN CLEANERS 2,0
ALPHA READY MIX,0
TEXWOOD FURNITURE CORP,0
NORTH CENTRAL DODGE,0
RANDALL'S STORE #2480,0
COMET CLEANERS,0
STAR ENTERPRISES INC,0
KEALING M S,0
3M CO - AUSTIN RESEARCH BOULEVARD SITE,0
MOUNTAIN VIEW SUBDIVISION,0
CONTINENTAL AIRLINES INC,0
SUN BUILDERS TARGET T-2409 ARBORETUM,0
CVS PHARMACY 8322,0
AUSTIN AUTO ELECTRIC,0
FAMILY DOLLAR #3416,0
TEXACO STATION,0
LAUREN CONCRETE PLANT 1,0
GOODWILL INDUSTRIES OF CENTRAL TEXAS,0
HOME DEPOT USA HD6892,0
CITGO PETROLEUM CORP FORMERLY FOREMOS,0
TRAVIS H S,0
DELL COMPUTER CORP,0
SWANSON AUTOMOTIVE,0
"SPILLMAN RANCH, PHASE 1",0
COFFEY LINCOLN MERCURY,0
SELCO,0
ALAMO CONCRETE PRODUCTS PLANT 15,0
MILLER BLUEPRINT COMPANY,0
IMPORT AUTO REFININISHING,0
HARRIS BRANCH WWTP,0
AMERICAN CLEANERS,0
STAR ENTERPRISES INC,0
KELSEYS PAINT & BODY,0
KRUEGER INSTRUMENTS,0
COMMUNICATION SPECIALIST INC,0
HAYS CO WCID 1 WWTF,0
FRP SUPPLY,0
PERFORMANCE PLUS,0
AUSTIN WHITE LIME MCNEIL PLANT AND QUARRY,0
QUALITY ENGINES,0
PAVILION LINCOLN-MERCURY INC,0
GOLDFINGER,0
SIGN BUILDERS OF TEXAS,0
JACK BROWN CLEANERS INC,0
CR-T OPERATING LP,0
WESTBANK DRY CLEANING INC,0
STAR ENTERPRISES,0
COSTCO WHOLESALE NUMBER 681,0
CANTRELL RESEARCH INCORPORATED,0
PORTRAIT INNOVATIONS INC,0
TECHNICAL COATINGS INC.,0
"BRODIE SPRINGS II, PHASE I",0
CINCO TECHNOLOGIES,0
TERAVICTA TECHNOLOGIES INC,0
SHREVE TRUCK AUTO REPAIR,0
HAL C WEAVER POWER PLANT,0
TXI - GREEN READY MIX,0
BARTON CREEK COUNTRY CLUB,0
AUSTIN ISD,0
LONGHORN INTERNATIONAL TRUCKS LTD,0
EXXON-MOBIL PIPELINE COMPANY,0
EXXON MOBIL CORPORATION,0
SWEET CLEANERS INC,0
STAR ENTERPRISES INC,0
TEXION INC,0
ABF FREIGHT SYSTEM INC,0
ABM MACHINERY,0
COMET CLEANERS,0
WORLDWIDE CLINICAL TRIALS DRUG DEVELOPMENT SOLUTIO,0
WAL-MART SUPERCENTER 3569,0
COMPTROLLER OF PUBLIC ACCOUNTS,0
AUSTIN SCIENTIFIC CO,0
WESTERN CONTRACTOR,0
AUSTIN MODERN DENTISTRY,0
B&B BODY AND PAINT,0
AUSTIN ISD,0
COMET ONE-HOUR CLEANERS,0
LEIF JOHNSON FORD SUPERSTORE,0
ANDERSON LANE BODY SHOP,0
IVORY CLEANERS,0
ASURAGEN,0
AUSTIN REPAIR SHOP,0
FLOOR AND DECOR STORE  21,0
UNIV OF TEXAS DEPT GEOLOGY,0
4801 SHAW LANE PLANT SITE,0
SCALES ELECTRIC & PLATING,0
CAPITAL METRO TRANSPORTATION AUTH,0
FEDERAL EXPRESS CORPORATION,0
THE WHITLEY GROUP,0
SOUTHERN POST CO,0
AUSTIN VEE DUB SALVAGE,0
SOUTHPARK AUTOBODY INC,0
SEPHORA STORE 150,0
TEXAS RESEARCH INSTITUTE AUSTIN INC,0
LAKEWAY MUD 1,0
BLUEWATER COVE WWTP,0
PHILLIPS PETROLEUM COMPANY,0
CITY OF AUSTIN,0
DISCOVERY ENVIRONMENTAL RESOURCES,0
STAR ENTERPRISE,0
PRESS CORPS INC,0
TEXAS DEPT OF PUBLIC SAFETY HEADQUARTERS,0
PLANET GREEN ASSET RECOVERY INC,0
FEDERAL EXPRESS AUSTIN,0
TARGET STORE 0683,0
TXI VOLENTE READY MIX,0
AUSTIN ISD,0
COSCTCO WHOLESALE 681,0
JACK BROWN CLEANERS INC,0
ALCATEL VACUUM PRODUCTS AUSTIN SERVICE CENTER,0
RWS ENTERPRISES - KIDDIE KANDIDS,0
HUTCHS BODY SHOP,0
FORMER CITY OF AUSTIN FLEET SERVICE CENTER 6,0
SUPERCONDUCTOR TECHNOLOGIES INC - AUSTIN FACILITY,0
AUSTIN COCA-COLA BOTTLING CO,0
3M COMPANY,0
HILL COUNTRY AUTOPLEX,0
PRINTERS INK,0
LIBERTY HILL REGIONAL WWTP,0
TESLA SERVICE AUSTIN,0
PHARMAFORM LLC,0
JIFFY LUBE,0
UPS AUSTIN HUB,0
AVANT TECH.,0
SAM'S CLUB NO 8259,0
LITTON SYSTEMS INC. LITTON ADVANCED CIRCUITRY DIV.,0
TIPS IRON & STEEL CO,0
ALEXANDER CONSULTING ENGINEERS INC,0
CITY OF AUSTIN,0
INDUSTRIAL LAMINATES CORP,0
TARGET STORE T1542,0
JOHNSONS FLEET SERVICE INC,0
ALAMO RENT-A-CAR INC,0
AUTOMOTIVE REFINISH TECHNOLOGIES,0
QUIBPRO,0
VILLAGE AT WESTERN OAKS,0
HELIOVOLT,0
HORNSBY BEND BIOSOLIDS MANAGEMENT FACILITY,0
AMERICAN CLEANERS,0
LEIF JOHNSON FORD INC,0
MOTOROLA INTEGRATED CIRCUIT DIVISION,0
HIGH END SYSTEMS,0
TIPS IRON & STEEL,0
STENTECH,0
BAUERLE RANCH - PH. 4,0
FAMILY DOLLAR #1700,0
UNIVERSITY OF TEXAS,0
HALL LEVEL,0
KLEINFELDER EQUIPMENT YARD,0
SOUTHPOINT PONTIAC JEEP EAGLE,0
STAR ENTERPRISES INC,0
TEXAS HOT MIX ASPHALT PAVEMENT ASSOCIATI,0
CVS PHARMACY 7719,0
REDDY ICE AUSTIN/ RED RIVER (1998),0
CAPITAL CITY TRADE & TECH SCHOOL,0
B & D AUTOMOTIVE INC,0
ULLRICH WATER TREATMENT PLANT,0
EXXON MOBIL CORPORATION,0
AUSTIN MEMORIAL ARMED FORCES RESERVE CENTER,0
AZTEC MARKING COMPANY INC,0
TWO-DAY AUTO PAINTING & BODY SHOP,0
"REGENTS SCHOOL OF AUSTIN, INC",0
R FRAZIER US INC,0
GOLD STAR MARBLE CORPORATION,0
URS,0
R & T PAINT & BODY SHOP INC,0
ST DAVIDS SOUTH AUSTIN MEDICAL CENTER,0
PRIME MOBILE LUBE,0
MOBIL OIL CORPORATION,0
CJUF II STRATUS BLOCK 21 WWTP,0
HEART OF TEXAS DODGE INC,0
STAR ENTERPRISE TEXACO SITE,0
INTERNAL REVENUE SERVICE,0
CAB INTERIOR DESIGN,0
STOKES IMAGING SERVICES,0
TARGET STORE T2288,0
CENTEX MATERIALS SOUTH PLANT,0
CHEVRON USA INC,0
AUSTIN MANUFACTURING SERVICES,0
TRUFORM METALSERVICE,0
CERILLIANT,0
CVS PHARMACY 7442,0
WILLIAMSON TRAVIS COUNTIES MUD 1 MS4,0
TEXAS BUILDING AND PROCUREMENT COMMISSIO,0
BAE SYSTEMS INFORMATION & ELECTRONIC SYSTEMS INTEGRATION IN,0
BENS WORKSHOP INC,0
TEXAS AIR CONTROL BOARD,0
EARL SCHEIB OF TEXAS INC,0
AUSTIN ENERGY DECKER CREEK POWER PLANT,0
AUSTIN COMPLETE AUTO REFINISH,0
COPY CRAFT PRINTERS AUSTIN,0
HOLLY ST POWER PLANT,0
CUSTOM QUALITY MARBLE,0
PHARMAFORM,0
AUSTIN ISD,0
EXXON MOBIL CORPORATION,0
FM 812 LANDFILL,0
CAPITAL METRO TRANSIT AUTHORITY,0
CHEVRON FACILITY 155648,0
STRUTS CLEANERS,0
HUBBELL BUILDING AUTOMATION,0
"EDF TRADING RESOURCES, LLC",0
BROTHERS II CLEANERS,0
WAL-MART SUPERCENTER 1129,0
AUSTIN GATEWAY,0
THERMO FINNIGAN,0
THE PARK AT BARTON CREEK,0
KO MACHINE SHOP,0
EET ENVIRONMENTAL SERVICES,0
HAL C WEAVER POWER PLANT,0
IVORY CLEANER II INC,0
HAYES LEASING COMPANY INC,0
PAGE SOUTHERLAND PAGE,0
HERAEUS AMERSIL INC,0
KMW SYSTEMS CORPORATION,0
RAYMOND CONSTRUCTION CAMERON 9000,0
JACK BROWN CLEANERS SUITE 1,0
NORTH AUSTIN MEDICAL CENTER,0
INTEGRATED CIRCUIT MFG OAK HILL FAB,0
SMTC MANUFACTURING CORPORATION,0
COSTCO WHOLESALE 641,0
CEN-TEX PLATING,0
FISHER-ROSEMOUNT SYSTEMS,0
CITY OF AUSTIN,0
ECONO AUTO PAINTING OF TEXAS INC,0
IMPACT INC,0
CVS PHARMACY 8322,0
AUSTIN ISD,0
MAJESTIC PRODUCTS CO,0
TROJAN TRANSPORT,0
STONE INDUSTRIAL SOLVENTS,0
TEXAS PARKS AND WILDLIFE DEPT.,0
TXI GREEN READY MIX,0
TLS SERVICES INC,0
EXXON MOBIL CORPORATION,0
SMITH PUMP CO INC,0
ZIMMER AUSTIN INC,0
US FARATHANE CORPORATION,0
MILLER BLUEPRINT COMPANY,0
QUALITY AUTOMOTIVE INC,0
CHEVRON USA INC,0
RANDALL'S STORE #2485,0
CAPITOL CHEVROLET,0
COCA-COLA BOTTLING COMPANY,0
ALEX BODY & PAINT,0
THREE JS COMMERCIAL MOVING INC,0
THE BAUERLE RANCH - PH. 4,0
FURROW BUILDING MATERIALS,0
RANDALL'S STORE #2490,0
CHATLEFF CONTROLS INC,0
CITY OF AUSTIN,0
COMMUNICATION SPECIALISTS INC,0
CVS PHARMACY #7483,0
FREESCALE SEMICONDUCTOR - ED BLUESTEIN FACILITY,0
TIP TOP CLEANERS,0
CITY OF AUSTIN,0
JACK BROWN CLEANERS INC,0
STAR ENTERPRISES INC,0
TEXAS ELECTRIC COOPERATIVES INC,0
LOWER COLORADO RIVER AUTHORITY,0
AUSTIN AMERICAN STATESMAN,0
GOODWILL INDUSTRIES OF CENTRAL TEXAS COMPUTER WORK,0
AZTEC MARKING,0
ACOUSTIC SYSTEMS,0
MEDTRONIC CARBON IMPLANTS INC,0
ORTEGON AUTO BODY REPAIR,0
EXXON RS 61900,0
CONTINENTAL AIRLINES AUSTIN BERGSTROM INTERNATIONAL AIRPORT,0
BRDENT DENTAL,0
WALMART SUPERCENTER 5478,0
SEARS GRAND NO 1847/2757,0
TRI AUSTIN,0
CONDEA VISTA COMPANY,0
HOME DEPOT USA INC,0
ECONO LUBE N TUNE 156,0
PURE CASTINGS CO,0
LOGANS TEXACO,0
THE BURKE COMPANY,0
FORMER ANGERMAN'S GENERAL STOR,0
AUSTIN ISD,0
"GLOBAL ENVIRONMENTAL SERVICES, LLC",0
AUSTIN COMMUNITY COLLEGE,0
FURROW BUILDING MATERIALS,0
CFJ BARGE REFINING,0
CITGO PETROLEUM CORPORATION,0
DONS PAINT AND BODY SHOP,0
COMET 1 HOUR CLEANERS,0
TEXAS DEPARTMENT OF PUBLIC SAFETY,0
LOWER COLORADO RIVER AUTHORITY,0
TUNEUP MASTERS INC,0
SAMSUNG AUSTIN SEMICONDUC WWTP,0
K O MACHINE INC,0
MOLECULAR IMPRINTS,0
HOLT CUSTOMS INC,0
VILLAGES OF BELLA VISTA,0
SAIA MOTOR FREIGHT LINE INC,0
HD SUPPLY FACILITIES MAINTENANCE LTD HG2176,0
HEART HOSPITAL OF AUSTIN,0
EXXON MOBIL CORPORATION,0
NATIONAL INSTRUMENTS CORPORATION,0
K & K LANGHAM LTD,0
ST DAVIDS MEDICAL CENTER,0
SILICON HILLS DESIGN INC,0
LAMMES CANDIES,0
STAR ENTERPRISE,0
THE PEP BOYS SOUTH LAMAR # 0759 TX,0
BUILDERS SQUARE INC,0
RADIAN CORP.,0
RISING SUN INC SOUTH,0
ROBERT R HAMMOND & ASSOCIATES,0
DRILLING SUPPLY & MANUFACTURING,0
TEXAS NATIONAL GUARD,0
PALM HARBOR HOMES INC,0
J C BOND COMPANY,0
UNITED STATES POSTAL SERVICE,0
STAR ENTERPRISES INC,0
B & B BODY & FRAME INC,0
ESSE ABANDONE MINE LAND,0
COVERT FORD INC,0
NORMS AUTOMOTIVE SERVICE CTR,0
AUSTIN TERMINAL,0
GREAT HILLS TEXACO,0
WOOTENS FURNITUYRE REFINISHING,0
STAR ENTERPRISE,0
CHARLES MAUND OLDSMOBILE-CADILLAC INC,0
KEYSTONE AUTOMOTIVE INDUSTRIES,0
BROOKS INDUSTRIAL COATINGS,0
CAPITOL AGGREGATES,0
ADVANCE AUTO PARTS,0
AJC AUSTIN,0
CUSTOM CAR CRAFTERS,0
BRIDENT DENTAL,0
CITY OF AUSTIN,0
RAMIREZ LANE CONCRETE BATCH PLANT,0
BURCHAM ENVIRONMENTAL SERVICES,0
101 COLORADO HIGH-RISE,0
INTERMEDICS ORTHOPEDICS AUSTIN,0
STAR ENTERPRISES INC,0
CLINICAL PATHOLOGY LABORATORIES INC,0
WALLACE ENGRAVING CO INC,0
LONGHORN INTERNATIONAL TRUCKS,0
BEAMAN METAL,0
ENCORE MEDICAL,0
TIP TOP CLEANERS LAUNDERERS INC,0
CARMAX AUTO SUPERSTORES INC,0
JACK BROWN CLEANERS INC,0
LAKE AUSTIN CHEVRON,0
WALGREENS 1554,0
MRS BAIRDS BAKERIES,0
HD SUPPLY CONSTRUCTION SUPPLY HDWC 0713,0
WILLARGER CREEK MUD 2 WWTF,0
CARSON CREEK,0
WALGREEN CO,0
FOUR SONS QUALITY CLEANERS,0
JACK BROWN CLEANERS 5,0
TEXAS DEPARTMENT OF TRANSPORTATION,0
BROOKS INDUSTRIAL COATINGS INC - BROOKS II,0
TARGET STORE T2288,0
CRAVEN LABORATORIES,0
TERMINIX COMPANY OF AUSTIN,0
WHITE SWAN,0
REIDS LAUNDRY & DRY CLEANERS INC,0
CRYSTAL SEMICONDUCTOR,0
CALLAN PATRICK M,0
AUSTIN HOTMIX MIX PLANT,0
WHITLEY COMPANY#,0
TXI OPERATIONS,0
HEADSPRING SYSTEMS,0
TRI AUSTIN,0
ALPHA REDI-MIX,0
DAVID MCDAVID CHRYS-PLYMOUTH,0
OAK HILL READY MIX PLANT,0
WAL-MART SUPERCENTER 5317,0
SASOL NORTH AMERICA,0
CENTRAL FREIGHT LINES INC,0
AUSTIN COMMUNITY COLLEGE - RIVERSIDE CAMPUS ACC,0
MINGOS BODY SHOP,0
JOSCO PRODUCTS,0
CITY OF AUSTIN,0
ELECTRONIC RECYLING & TRADING,0
COVERT BUICK INC,0
MCMORRIS FORD,0
TEXACO STATION,0
NORTH LAMAR AUTOMOTIVE INC,0
WESTERN OAKS RETAIL CENTER,0
LAIDLAW WASTE SYSTEMS INC,0
NTB NO 686,0
SUNSET FARMS LANDFILL,0
ROUND ROCK READY MIX PLANT #3,0
STATE FARM SOUTH TEXAS REGION,0
CVS PHARMACY 6895,0
RS HUGHES CO INC,0
BRIDENT DENTAL,0
VILLAGE AT WESTERN OAKS,0
MHS TRANSPORTER SERVICE INC,0
CITGO PETROLEUM CORPORATION,0
TEXAS DEPARTMENT OF TRANSPORTATION,0
LEGEND OAKS OFFICE COMPLEX,0
II BARTON SKYWAY CONSTR SITE,0
AUSTEX PRINTING & MAILING,0
CLASSY CLEANERS NACON,0
QUALITY ENGINES,0
NATIONAL INSTRUMENTS CORPORATION,0
STAFFORD LOWDEN,0
WECON LLC,0
PHILLIPS PETROLEUM COMPANY,0
STAR ENTERPRISES INC,0
STAR ENTERPRISES INC,0
SHELL OIL COMPANY,0
PETER E HENNINGS DBA LUBE PITSOP,0
TRANSPORTATION SECURITY ADMINISTRATION,0
REIDS CLEANERS 3,0
HERITAGE BODY & FRAME,0
VERACYTE,0
LAMAR M S,0
OAKHILL SCREEN GRAPHICS,0
LIPSHY MOTORCARS INC,0
H RICHARDS OIL CO,0
HOME DEPOT USA HD6563,0
MCNEIL PLANT & QUARRY,0
JOHN ROBERTS AUSTIN INC,0
GILLMAN IMPORTS OF AUSTIN INC,0
"NEWMARK HOMES, LP",0
LOCKHEED MISSILES & SPACE CO. AUSTIN DIV.,0
SENDERA HOMES SECTION 12A,0
PEMSTAR - AUSTIN,0
CELESTICA AEROSPACE TECHNOLOGIES,0
REBREU BODY & FRAME INC,0
RANDALL'S STORE#1850,0
SPECIALTY COATING SYSTEMS,0
APPLIED MATERIALS INC,0
JIFFY LUBE,0
HIGH END SYSTEMS,0
CVS PHARMACY 7606,0
BERG ENVIRONMENTAL SERVICES,0
C D HIGH TECHNOLOGY INC,0
TEXAS DEPARTMENT OF TRANSPORTATION,0
MET CTR,0
US POSTAL SERVICE VEHICLE MAINTENANCE FACILITY,0
RANDALL'S STORE#2471,0
AUSTIN FOAM PLASTICS INC.,0
H RICHARDS OIL COMPANY,0
TRIUMPH BALLOON COMPANY,0
WILKE LANE WWTP,0
JACK BROWN CLNRS #26,0
IBM AUSTIN,0
FAMILY DOLLAR #2739,0
RIVER CITY COLLISION SERVICE,0
LCRA GENERAL OFFICE COMPLEX,0
GULF ENERGY EXPLORATION CORPORATION,0
ARTS BODY & PAINT,0
THE SHERWIN-WILLIAMS COMPANY,0
TEXAS DEPARTMENT OF HEALTH BUREAU OF LABS,0
GARNETT LEWIS CLEANERS,0
TOMS QUICK STOP,0
OAKHILL READY MIX PLANT,0
TARGET STORE T1953,0
EXXON MOBIL CORPORATION,0
MCNEAL 3 & 4 LTD CERAMICS,0
HUBERTS REPAIR INC,0
EXXON MOBIL CORPORATION,0
HOSPIRA INC-AUSTIN SITE,0
SUN COAST RESOURCES,0
NORTH AUSTIN MUD 1 MS4,0
JIFFY LUBE,0
CLINICAL PATHOLOGY LABORATORIES INC,0
REIDS LAUNDRY & DRY CLEANERS,0
AUTO-TECH,0
ALAMO CONCRETE PRODUCTS,0
AUCTION PARTNER,0
LEIF JOHNSON FORD,0
MOBIL OIL CORPORATION,0
THOROUGHBRED FARMS WWTP,0
EDWARD HIGH VACUUM INTERNATIONAL,0
CELESTICA AEROSPACE TECHNOLOGIES CORP,0
ALAMO CONCRETE PRODUCTS PLANT 16,0
MAXWELL CHRYSLER PLYMOUTH DODGE,0
T & T CLEANERS,0
MIKES BODY & PAINT,0
TARGET STORE T1797,0
AUSTIN WOOD WORKS INC,0
DAVE TRANSPORTATION SERVICES,0
FISHER-ROSEMOUNT SYSTEMS,0
RISING SUN,0
WALMART SUPERCENTER 4554,0
FOUR SEASONS HOTEL,0
EBARA TECHNOLOGIES INC,0
NATIONAL TRANSMISSION CENTER,0
MAACO OF AUSTIN,0
IN CYCLE ELECTRONICS,0
CVS PHARMACY 0059,0
WALGREEN CO,0
NTB NO 684,0
HUNTSMAN PETROCHEMICAL CORPORATION,0
TXDOT,0
CARMAX AUTO SUPERSTORES 7154,0
SIEMENS-ITS,0
TEXAS DEPARTMENT OF PUBLIC SAFETY,0
APPLIED MATERIALS BUILDING 41,0
SEARS ROEBUCK AND CO,0
LONE STAR DRY CLEANING INC,0
RED MCCOMBS TOYOTA,0
AUSTIN TRUCK & EQUIPMENT INC,0
HOME DEPOT USA HD0509,0
ALAMO CONCRETE PRODUCTS SOUTH PLANT,0
AUSTIN ISD,0
TRAVIS VISTA WWTP,0
OLDCASTLE ARCHITECTURAL WEST INC,0
US DEPARTMENT OF JUSTICE,0
LTD CERAMICS INC,0
EXXON MOBIL CORPORATION,0
STRUTS CLEANERS INC,0
CINCO ELECTRONICS RECYCLING,0
UNIV OF TEXAS AT AUSTIN JAKE PICKLE RESE,0
CRYCO TWENTY TWO,0
CRYCO QUARTZ,0
ALCATEL VACUUM PRODUCTS INC - AUSTIN SERVICE CENTER,0
TEXAS DEPT TXAR NATL GUARD USPFO,0
CVS PHARMACY 3881,0
CERQA,0
ROLM CORPORATION,0
BERGSTROM AIR RESERVE STATION,0
ARDEX INC,0
NATIONAL WATERWORKS INC,0
STAR ENTERPRISES INC,0
AUCTION PARTNER,0
"SUMMAGRAPHICS CORP., HOUSTON INSTRUMENT DIV.",0
CONSOLIDATED METAL TECHNOLOGIES,0
WALGREENS 2462,0
STAR ENTERPRISE,0
EXXON MOBIL CORPORATION,0
ECO WASTE TECH,0
AUSTIN ISD,0
GEORGE COX AUTOMOTIVE,0
AUSTIN COMMUNITY COLLEGE,0
WARENOFFS INC,0
THE TRANSPORT COMPANY OF TEXAS,0
JEFFS CUSTOM BODY SHOP,0
AIR PRODUCTS AND CHEMICALS INC,0
RANCH AT CYPRESS CREEK MUD 1,0
RANDALL'S STORE #2987,0
SIGN BUILDERS OF TEXAS INC,0
AUSTIN SCIENTIFIC,0
GINNYS COPYING SERVICE,0
LOWER COLORADO RIVER AUTHORITY TOM MILLER DAM,0
CEMEX INC  RIVER PLANT 72,0
NTB NO 685,0
FST SERVICE CORPORATION,0
AUSTIN ISD,0
LAIDLAW TRANSIT,0
HART GRAPHICS INC.,0
FLEET MAINTENANCE OF TEXAS,0
SEARS ROEBUCK AND CO,0
DAVIS WATER TREATMENT PLANT,0
B & D AUTOMOTIVE INC,0
UNION PACIFIC RAILROAD COMPANY,0
ROGER BEASLEY MAZDA,0
HOHMANNS AUTOMOTIVE,0
KELSEYS PAINT AND BODY,0
N P S INDUSTRIES,0
RANDALL'S STORE #2482,0
JACK BROWN CLEANERS NO 33,0
FAMILY DOLLAR #6767,0
HERAEUS AMERSIL,0
RAVEN INDUSTRIES INC,0
AUSTIN COUNTER TOPS INC,0
HEARTLAND AUTOMOTIVE SERVICES JIFFY LUBE,0
NATIONAL INSTRUMENTS CORP,0
HANSON PIPE & PRECAST LLC AUSTIN,0
ANTIQUE STREET LAMPS INC,0
EDWARDS HIGH VACUUM INC,0
AUSTIN ISD,0
SEATON HEALTHCARE SETON MEDICAL CENTER,0
WASTE MANAGEMENT OF TEXAS AUSTIN COMMUNITY RECYCLING & DISPOSAL FACILITY,0
AUSTIN HORNSBY BEND POND,0
APS-SUMMIT CARE PHARMACY AUSTIN,0
TRIPP RESEARCH INC,0
A-TEX AUSTIN INC,0
CITY OF AUSTIN FLEET SERVICES,0
CHEVRON USA INC,0
THE PARK AT BARTON CREEK,0
PAVILION LINCOLN-MERCURY INC,0
R & B MOTORS,0
FEDERAL EXPRESS CORP - AUSR,0
JACK BROWN CLEANERS 1,0
A 1 AUTOMOTIVE,0
CAPITOL CHEVROLET INC,0
EXXON MOBIL CORPORATION,0
ACCELERATED TECHNOLOGIES,0
TRUNKLINE GAS COMPANY LLC,0
NTB NO 688,0
PRESTIGE CLEANERS,0
HD SUPPLY FACILITIES MAINTENANCE LTD HG2176,0
CVS PHARMACY 7243,0
AMERICAN CLEANERS 3,0
DOUG SCALES BODY SHOP,0
BORDEN INC. DAIRY DIV.,0
HEARTLAND AUTOMOTIVE SERVICES JIFFY LUBE,0
JACK BROWN CLEANERS INC,0
BARTON OAKS - PHASE II & III,0
SETON NORTHWEST HOSPITAL,0
WINDSOR PARK AUTO BODY,0
RECYCLING RESOURCE CORPORATION,0
MUSTANG RIDGE PLANT,0
STAR ENTERPRISE,0
AUSTIN WHITE LIME CO,0
CLASSIC MARBLE COMPANY,0
EXXON MOBIL CORPORATION,0
PPD DEVELOPMENT,0
AAUSTIN REPAIR SHOP,0
SAMS CLUB 6453,0
DELSTAR TECHNOLOGIES AUSTIN,0
THE UNIVERSITY OF TEXAS SYSTEM,0
APPLIED MATERIALS INC - BOC EDWARDS KACHINA,0
ACUITY BRANDS LIGHTING INC - AUSTIN LIGHTING PRODUCTS,0
CENTRAL FREIGHT LINES,0
GOLD STAR MARBLE COMPANY,0
TXI - AUSTIN SAKRETE,0
ATLAS CLEANERS 1,0
SAM'S CLUB #6188,0
EXXON COMPANY USA 62002,0
SWEET CLEANERS,0
AUSTIN AUTO BODY,0
"BRODIE SPRINGS II, PHASE I",0
DELTA BODY & FRAME,0
JIMS BODY SHOP,0
SCHLOTZSKY'S DELI,0
EXXON MOBIL CORPORATION,0
JACK BROWN CLEANERS NO 35,0
